   M    BELSURF     ASURFEL        VOLSEL
 ***   135.20100    0.7011E+08    0.3856E+09
 ***   135.20100    0.7012E+08    0.3856E+09
 ***   135.20300    0.7012E+08    0.3858E+09
 ***   135.20300    0.7012E+08    0.3858E+09
 ***   135.20300    0.7012E+08    0.3858E+09
 ***   135.20300    0.7012E+08    0.3858E+09
 ***   135.20399    0.7013E+08    0.3858E+09
 ***   135.20599    0.7013E+08    0.3860E+09
 ***   135.20700    0.7018E+08    0.3860E+09
 ***   135.21001    0.7019E+08    0.3863E+09
 ***   135.21600    0.7019E+08    0.3867E+09
 ***   135.21600    0.7019E+08    0.3867E+09
 ***   135.21600    0.7019E+08    0.3867E+09
 ***   135.21899    0.7024E+08    0.3869E+09
 ***   135.23000    0.7025E+08    0.3877E+09
 ***   135.23000    0.7025E+08    0.3877E+09
 ***   135.23000    0.7025E+08    0.3877E+09
 ***   135.23000    0.7025E+08    0.3877E+09
 ***   135.23000    0.7025E+08    0.3877E+09
 ***   135.23000    0.7025E+08    0.3877E+09
 ***   135.23399    0.7029E+08    0.3879E+09
 ***   135.23399    0.7029E+08    0.3879E+09
 ***   135.23900    0.7035E+08    0.3883E+09
 ***   135.24400    0.7035E+08    0.3886E+09
 ***   135.24400    0.7035E+08    0.3886E+09
 ***   135.24400    0.7035E+08    0.3886E+09
 ***   135.25900    0.7035E+08    0.3897E+09
 ***   135.25900    0.7036E+08    0.3897E+09
 ***   135.25900    0.7036E+08    0.3897E+09
 ***   135.26700    0.7037E+08    0.3903E+09
 ***   135.27200    0.7038E+08    0.3906E+09
 ***   135.27299    0.7038E+08    0.3907E+09
 ***   135.27299    0.7038E+08    0.3907E+09
 ***   135.27299    0.7039E+08    0.3907E+09
 ***   135.27800    0.7043E+08    0.3910E+09
 ***   135.27901    0.7043E+08    0.3911E+09
 ***   135.28300    0.7049E+08    0.3914E+09
 ***   135.28600    0.7054E+08    0.3916E+09
 ***   135.28799    0.7054E+08    0.3917E+09
 ***   135.28799    0.7054E+08    0.3917E+09
 ***   135.28799    0.7054E+08    0.3917E+09
 ***   135.28900    0.7054E+08    0.3918E+09
 ***   135.28900    0.7057E+08    0.3918E+09
 ***   135.29601    0.7058E+08    0.3923E+09
 ***   135.29601    0.7058E+08    0.3923E+09
 ***   135.29900    0.7060E+08    0.3925E+09
 ***   135.29900    0.7071E+08    0.3925E+09
 ***   135.30200    0.7077E+08    0.3927E+09
 ***   135.30299    0.7077E+08    0.3928E+09
 ***   135.30299    0.7077E+08    0.3928E+09
 ***   135.30299    0.7077E+08    0.3928E+09
 ***   135.30600    0.7077E+08    0.3930E+09
 ***   135.31400    0.7077E+08    0.3936E+09
 ***   135.31700    0.7077E+08    0.3938E+09
 ***   135.31700    0.7078E+08    0.3938E+09
 ***   135.31700    0.7078E+08    0.3938E+09
 ***   135.32201    0.7082E+08    0.3941E+09
 ***   135.32300    0.7082E+08    0.3942E+09
 ***   135.33000    0.7082E+08    0.3947E+09
 ***   135.33000    0.7083E+08    0.3947E+09
 ***   135.33000    0.7083E+08    0.3947E+09
 ***   135.33200    0.7083E+08    0.3949E+09
 ***   135.34000    0.7083E+08    0.3954E+09
 ***   135.34200    0.7084E+08    0.3956E+09
 ***   135.34200    0.7090E+08    0.3956E+09
 ***   135.36400    0.7091E+08    0.3971E+09
 ***   135.36501    0.7095E+08    0.3972E+09
 ***   135.37000    0.7095E+08    0.3975E+09
 ***   135.37199    0.7097E+08    0.3977E+09
 ***   135.39000    0.7098E+08    0.3990E+09
 ***   135.39301    0.7103E+08    0.3992E+09
 ***   135.39500    0.7103E+08    0.3993E+09
 ***   135.39900    0.7103E+08    0.3996E+09
 ***   135.39999    0.7106E+08    0.3997E+09
 ***   135.40401    0.7107E+08    0.4000E+09
 ***   135.42999    0.7108E+08    0.4018E+09
 ***   135.43100    0.7113E+08    0.4019E+09
 ***   135.43201    0.7117E+08    0.4020E+09
 ***   135.43401    0.7118E+08    0.4021E+09
 ***   135.43500    0.7122E+08    0.4022E+09
 ***   135.45200    0.7123E+08    0.4034E+09
 ***   135.45599    0.7128E+08    0.4037E+09
 ***   135.45900    0.7134E+08    0.4039E+09
 ***   135.46800    0.7137E+08    0.4045E+09
 ***   135.47099    0.7148E+08    0.4047E+09
 ***   135.49001    0.7152E+08    0.4061E+09
 ***   135.50301    0.7152E+08    0.4070E+09
 ***   135.50600    0.7154E+08    0.4072E+09
 ***   135.50900    0.7155E+08    0.4074E+09
 ***   135.52400    0.7156E+08    0.4085E+09
 ***   135.52699    0.7156E+08    0.4087E+09
 ***   135.52901    0.7156E+08    0.4089E+09
 ***   135.53200    0.7158E+08    0.4091E+09
 ***   135.53300    0.7159E+08    0.4092E+09
 ***   135.53400    0.7163E+08    0.4092E+09
 ***   135.54601    0.7163E+08    0.4101E+09
 ***   135.54900    0.7164E+08    0.4103E+09
 ***   135.55099    0.7164E+08    0.4105E+09
 ***   135.55600    0.7170E+08    0.4108E+09
 ***   135.56000    0.7174E+08    0.4111E+09
 ***   135.57001    0.7177E+08    0.4118E+09
 ***   135.57800    0.7178E+08    0.4124E+09
 ***   135.58000    0.7179E+08    0.4125E+09
 ***   135.58099    0.7190E+08    0.4126E+09
 ***   135.58600    0.7191E+08    0.4130E+09
 ***   135.58600    0.7191E+08    0.4130E+09
 ***   135.58800    0.7192E+08    0.4131E+09
 ***   135.59399    0.7196E+08    0.4135E+09
 ***   135.60699    0.7200E+08    0.4145E+09
 ***   135.60800    0.7202E+08    0.4145E+09
 ***   135.60899    0.7202E+08    0.4146E+09
 ***   135.61301    0.7205E+08    0.4149E+09
 ***   135.61301    0.7211E+08    0.4149E+09
 ***   135.63699    0.7212E+08    0.4166E+09
 ***   135.65100    0.7213E+08    0.4177E+09
 ***   135.65900    0.7215E+08    0.4182E+09
 ***   135.67200    0.7217E+08    0.4192E+09
 ***   135.68201    0.7223E+08    0.4199E+09
 ***   135.69000    0.7224E+08    0.4205E+09
 ***   135.69800    0.7234E+08    0.4210E+09
 ***   135.69800    0.7236E+08    0.4210E+09
 ***   135.72900    0.7236E+08    0.4233E+09
 ***   135.73199    0.7240E+08    0.4235E+09
 ***   135.74100    0.7241E+08    0.4242E+09
 ***   135.74400    0.7247E+08    0.4244E+09
 ***   135.74699    0.7247E+08    0.4246E+09
 ***   135.74699    0.7247E+08    0.4246E+09
 ***   135.74899    0.7249E+08    0.4247E+09
 ***   135.75000    0.7250E+08    0.4248E+09
 ***   135.75000    0.7250E+08    0.4248E+09
 ***   135.77600    0.7250E+08    0.4267E+09
 ***   135.78000    0.7256E+08    0.4270E+09
 ***   135.78400    0.7266E+08    0.4273E+09
 ***   135.78400    0.7268E+08    0.4273E+09
 ***   135.78700    0.7268E+08    0.4275E+09
 ***   135.80701    0.7268E+08    0.4289E+09
 ***   135.81599    0.7274E+08    0.4296E+09
 ***   135.81799    0.7278E+08    0.4297E+09
 ***   135.82401    0.7281E+08    0.4302E+09
 ***   135.84801    0.7281E+08    0.4319E+09
 ***   135.85400    0.7285E+08    0.4324E+09
 ***   135.85899    0.7285E+08    0.4327E+09
 ***   135.86301    0.7285E+08    0.4330E+09
 ***   135.89200    0.7291E+08    0.4351E+09
 ***   135.89999    0.7292E+08    0.4357E+09
 ***   135.90199    0.7299E+08    0.4359E+09
 ***   135.91100    0.7303E+08    0.4365E+09
 ***   135.91100    0.7307E+08    0.4365E+09
 ***   135.92700    0.7308E+08    0.4377E+09
 ***   135.92700    0.7308E+08    0.4377E+09
 ***   135.92999    0.7310E+08    0.4379E+09
 ***   135.93700    0.7311E+08    0.4384E+09
 ***   135.95700    0.7316E+08    0.4399E+09
 ***   135.97000    0.7318E+08    0.4408E+09
 ***   135.98300    0.7318E+08    0.4418E+09
 ***   135.99500    0.7319E+08    0.4427E+09
 ***   136.00400    0.7321E+08    0.4433E+09
 ***   136.05701    0.7326E+08    0.4472E+09
 ***   136.05901    0.7327E+08    0.4474E+09
 ***   136.10600    0.7330E+08    0.4508E+09
 ***   136.11800    0.7330E+08    0.4517E+09
 ***   136.12500    0.7333E+08    0.4522E+09
 ***   136.16800    0.7333E+08    0.4553E+09
 ***   136.19701    0.7333E+08    0.4575E+09
 ***   136.20500    0.7333E+08    0.4581E+09
 ***   136.25500    0.7337E+08    0.4617E+09
 ***   136.31500    0.7337E+08    0.4661E+09
 ***   136.33099    0.7341E+08    0.4673E+09
 ***   136.36900    0.7347E+08    0.4701E+09
 ***   136.38800    0.7351E+08    0.4715E+09
 ***   136.41200    0.7360E+08    0.4733E+09
 ***   136.45300    0.7365E+08    0.4763E+09
 ***   136.47200    0.7366E+08    0.4777E+09
 ***   136.48399    0.7366E+08    0.4786E+09
 ***   136.49400    0.7371E+08    0.4793E+09
 ***   136.51199    0.7376E+08    0.4806E+09
 ***   136.51801    0.7377E+08    0.4811E+09
 ***   136.52000    0.7377E+08    0.4812E+09
 ***   136.54700    0.7379E+08    0.4832E+09
 ***   136.55299    0.7379E+08    0.4836E+09
 ***   136.56200    0.7385E+08    0.4843E+09
 ***   136.65700    0.7389E+08    0.4913E+09
 ***   136.70599    0.7392E+08    0.4949E+09
 ***   136.73300    0.7396E+08    0.4969E+09
 ***   136.74800    0.7399E+08    0.4981E+09
 ***   136.78700    0.7400E+08    0.5009E+09
 ***   136.81300    0.7403E+08    0.5029E+09
 ***   136.84399    0.7405E+08    0.5052E+09
 ***   136.84399    0.7410E+08    0.5052E+09
 ***   137.14301    0.7413E+08    0.5273E+09
 ***   137.39900    0.7416E+08    0.5463E+09
 ***   138.02901    0.7416E+08    0.5930E+09
 ***   138.25900    0.7417E+08    0.6101E+09
 ***   138.48801    0.7417E+08    0.6271E+09
 ***   138.71800    0.7417E+08    0.6441E+09
 ***   138.94701    0.7417E+08    0.6611E+09
 ***   139.17700    0.7417E+08    0.6782E+09
 ***   139.26601    0.7417E+08    0.6848E+09
 ***   139.34500    0.7417E+08    0.6906E+09
 ***   139.39400    0.7417E+08    0.6943E+09
 ***   139.42400    0.7417E+08    0.6965E+09
 ***   139.45399    0.7417E+08    0.6987E+09
 ***   139.49300    0.7417E+08    0.7016E+09
 ***   139.55200    0.7417E+08    0.7060E+09
 ***   139.66100    0.7418E+08    0.7141E+09
 ***   139.82899    0.7418E+08    0.7265E+09
 ***   140.04800    0.7418E+08    0.7428E+09
 ***   140.26300    0.7418E+08    0.7587E+09
 ***   140.56300    0.7419E+08    0.7810E+09
 ***   140.92000    0.7419E+08    0.8075E+09
 ***   141.22099    0.7419E+08    0.8298E+09
 ***   141.29800    0.7419E+08    0.8355E+09
 ***   141.33000    0.7420E+08    0.8379E+09
 ***   141.35300    0.7420E+08    0.8396E+09
 ***   141.37801    0.7420E+08    0.8414E+09
 ***   141.40800    0.7420E+08    0.8437E+09
 ***   141.43800    0.7420E+08    0.8459E+09
 ***   141.48300    0.7420E+08    0.8492E+09
 ***   141.59200    0.7420E+08    0.8573E+09
 ***   141.71001    0.7421E+08    0.8661E+09
 ***   141.87700    0.7421E+08    0.8785E+09
 ***   142.05499    0.7421E+08    0.8917E+09
 ***   142.24500    0.7421E+08    0.9058E+09
 ***   142.44701    0.7421E+08    0.9208E+09
 ***   142.60300    0.7421E+08    0.9323E+09
 ***   142.60899    0.7422E+08    0.9328E+09
 ***   142.61099    0.7422E+08    0.9329E+09
 ***   142.61400    0.7422E+08    0.9332E+09
 ***   142.61600    0.7422E+08    0.9333E+09
 ***   142.62300    0.7422E+08    0.9338E+09
 ***   142.63000    0.7422E+08    0.9344E+09
 ***   142.63800    0.7423E+08    0.9349E+09
 ***   142.64301    0.7423E+08    0.9353E+09
 ***   142.64500    0.7423E+08    0.9355E+09
 ***   142.69099    0.7423E+08    0.9389E+09
 ***   142.85899    0.7423E+08    0.9513E+09
 ***   142.98399    0.7423E+08    0.9606E+09
 ***   143.12000    0.7423E+08    0.9707E+09
 ***   143.23399    0.7423E+08    0.9792E+09
 ***   143.37000    0.7424E+08    0.9893E+09
 ***   143.48300    0.7424E+08    0.9977E+09
 ***   143.60800    0.7424E+08    0.1007E+10
 ***   143.71600    0.7424E+08    0.1015E+10
 ***   143.77000    0.7424E+08    0.1019E+10
 ***   143.82899    0.7424E+08    0.1023E+10
 ***   143.87700    0.7424E+08    0.1027E+10
 ***   143.94800    0.7424E+08    0.1032E+10
 ***   144.01900    0.7424E+08    0.1037E+10
 ***   144.07300    0.7424E+08    0.1041E+10
 ***   144.12000    0.7425E+08    0.1045E+10
 ***   144.15601    0.7425E+08    0.1048E+10
 ***   144.18500    0.7425E+08    0.1050E+10
 ***   144.21500    0.7425E+08    0.1052E+10
 ***   144.23900    0.7425E+08    0.1054E+10
 ***   144.30901    0.7425E+08    0.1059E+10
 ***   154.30901    0.7425E+08    0.1801E+10


   144.77562    0.7425E+08    0.1094E+10    0.1094E+10
